TransactionID,Date,CustomerID,CustomerName,CustomerCity,CustomerCountry,ProductID,ProductName,ProductCategory,ProductSubcategory,UnitPrice,Quantity,TotalAmount
T008932,2023-12-12,C0876,John Miller,Phoenix,Spain,P0329,Super Monitor,Electronics,Audio,268.15,5,1340.75
T008933,2023-06-04,C0986,Robert Wilson,New York,Germany,P0493,Ultra Keyboard,Home & Garden,Bedding,459.63,3,1378.89
T008934,2023-10-23,C0374,Robert Johnson,San Diego,Canada,P0094,Basic Laptop,Sports & Outdoors,Fitness,379.57,5,1897.85
T008935,2023-09-06,C0832,William Thompson,San Jose,Germany,P0069,Basic Mouse,Home & Garden,Decor,161.41,2,322.82
T008936,2023-08-28,C0046,William Wilson,Houston,Mexico,P0236,Ergonomic Mouse,Books,Non-fiction,301.63,1,301.63
T008937,2023-09-20,C0740,Jane Davis,Philadelphia,UK,P0105,Deluxe Speaker,Sports & Outdoors,Water Sports,984.87,1,984.87
T008938,2023-08-30,C0202,Jane Brown,Los Angeles,Japan,P0030,Ultra Tablet,Electronics,Smartphones,611.1,4,2444.4
T008939,2023-09-08,C0190,Emily Anderson,Los Angeles,France,P0388,Ergonomic Headphones,Clothing,Accessories,238.13,3,714.39
T008940,2023-04-17,C0429,Robert Taylor,Los Angeles,Brazil,P0436,Deluxe Monitor,Sports & Outdoors,Fitness,373.97,2,747.94
T008941,2023-07-25,C0241,Jane Johnson,San Diego,Mexico,P0225,Premium Speaker,Home & Garden,Decor,814.58,5,4072.9
T008942,2023-01-12,C0772,Sarah Davis,San Jose,UK,P0247,Ultra Headphones,Electronics,Cameras,96.56,3,289.68
T008943,2023-01-03,C0300,Jane Brown,San Diego,France,P0494,Ultra Keyboard,Home & Garden,Decor,362.91,4,1451.64
T008944,2023-05-10,C0459,William Taylor,San Antonio,Spain,P0178,Super Mouse,Electronics,Computers,356.69,5,1783.45
T008945,2023-05-16,C0102,David Davis,San Diego,Australia,P0019,Super Headphones,Sports & Outdoors,Cycling,851.12,4,3404.48
T008946,2023-09-16,C0477,Robert Thompson,Chicago,Mexico,P0382,Ergonomic Mouse,Electronics,Smartphones,384.97,5,1924.85
T008947,2023-01-29,C0952,William Taylor,Phoenix,Brazil,P0397,Super Smartwatch,Home & Garden,Furniture,302.47,4,1209.88
T008948,2023-07-17,C0405,Lisa Wilson,New York,Spain,P0015,Ultra Monitor,Electronics,Audio,546.44,1,546.44
T008949,2023-12-04,C0900,Mary Smith,San Diego,Brazil,P0029,Portable Mouse,Sports & Outdoors,Cycling,466.73,1,466.73
T008950,2023-01-09,C0105,Robert Wilson,Philadelphia,Canada,P0120,Portable Camera,Books,Magazines,95.31,1,95.31
T008951,2023-01-28,C0789,Jane Thompson,Houston,UK,P0455,Basic Tablet,Home & Garden,Kitchenware,27.53,1,27.53
T008952,2023-04-06,C0222,Jane Brown,Dallas,Spain,P0422,Ergonomic Mouse,Clothing,Men's,118.96,1,118.96
T008953,2023-12-08,C0044,William Taylor,Dallas,Mexico,P0058,Ergonomic Smartphone,Electronics,Cameras,376.91,1,376.91
T008954,2023-03-22,C0413,William Anderson,Dallas,France,P0282,Ultra Laptop,Electronics,Cameras,183.97,2,367.94
T008955,2023-06-08,C0643,Lisa Miller,Phoenix,Canada,P0391,Portable Smartwatch,Clothing,Shoes,130.3,2,260.6
T008956,2023-08-22,C0750,Michael Thompson,San Jose,Spain,P0351,Wireless Speaker,Books,Magazines,653.35,5,3266.75
T008957,2023-11-15,C0277,Emily Davis,Phoenix,Brazil,P0268,Basic Camera,Books,Children's Books,408.38,3,1225.14
T008958,2023-08-03,C0204,Mary Davis,San Diego,France,P0272,Wireless Mouse,Books,Fiction,930.75,4,3723.0
T008959,2023-11-01,C0300,Robert Davis,Chicago,France,P0191,Premium Tablet,Clothing,Women's,855.8,1,855.8
T008960,2023-02-10,C0108,Mary Johnson,Los Angeles,Canada,P0108,Eco-friendly Tablet,Electronics,Accessories,480.25,1,480.25
T008961,2023-06-30,C0728,Sarah Smith,Chicago,Mexico,P0468,Deluxe Mouse,Sports & Outdoors,Team Sports,170.45,1,170.45
T008962,2023-02-25,C0276,Robert Moore,San Diego,Germany,P0056,Wireless Laptop,Books,Magazines,362.99,5,1814.95
T008963,2023-01-11,C0191,William Smith,Dallas,Mexico,P0090,Basic Smartphone,Books,Non-fiction,316.73,1,316.73
T008964,2023-11-08,C0183,Jane Miller,Chicago,UK,P0340,Basic Speaker,Home & Garden,Bedding,678.03,5,3390.15
T008965,2023-03-16,C0465,William Wilson,San Antonio,Mexico,P0484,Smart Smartwatch,Clothing,Children's,769.84,5,3849.2
T008966,2023-03-30,C0844,Robert Thompson,San Diego,USA,P0390,Premium Keyboard,Home & Garden,Decor,55.16,4,220.64
T008967,2023-12-23,C0238,John Wilson,San Jose,Japan,P0227,Basic Mouse,Home & Garden,Kitchenware,292.74,5,1463.7
T008968,2023-04-17,C0861,Sarah Brown,New York,UK,P0454,Ergonomic Keyboard,Home & Garden,Bedding,551.86,4,2207.44
T008969,2023-01-08,C0717,John Anderson,Dallas,Canada,P0053,Super Camera,Sports & Outdoors,Water Sports,44.72,1,44.72
T008970,2023-11-27,C0801,Emily Miller,Philadelphia,USA,P0173,Ultra Camera,Home & Garden,Bedding,786.09,3,2358.27
T008971,2023-11-24,C0088,Michael Anderson,Chicago,France,P0150,Basic Smartphone,Clothing,Women's,455.62,4,1822.48
T008972,2023-01-27,C0323,David Wilson,San Jose,Germany,P0247,Basic Smartphone,Home & Garden,Garden,220.78,5,1103.9
T008973,2023-01-16,C0765,David Anderson,Phoenix,UK,P0357,Ultra Smartphone,Clothing,Accessories,798.65,5,3993.25
T008974,2023-06-22,C0551,Mary Moore,San Antonio,Mexico,P0037,Eco-friendly Mouse,Electronics,Smartphones,82.5,1,82.5
T008975,2023-05-23,C0021,Michael Moore,Houston,Japan,P0026,Ultra Mouse,Books,Non-fiction,155.62,1,155.62
T008976,2023-10-13,C0632,John Thompson,Phoenix,Brazil,P0415,Wireless Smartwatch,Clothing,Shoes,228.92,5,1144.6
T008977,2023-08-14,C0576,Lisa Davis,Phoenix,France,P0404,Deluxe Camera,Books,Non-fiction,711.05,1,711.05
T008978,2023-05-25,C0365,Robert Moore,Chicago,Canada,P0001,Portable Headphones,Clothing,Shoes,109.01,1,109.01
T008979,2023-02-28,C0807,Mary Smith,San Antonio,Spain,P0400,Deluxe Headphones,Electronics,Smartphones,22.8,4,91.2
T008980,2023-02-11,C0275,Jane Brown,Philadelphia,UK,P0467,Ergonomic Mouse,Clothing,Women's,800.65,1,800.65
T008981,2023-11-18,C0314,Robert Taylor,San Antonio,Brazil,P0231,Portable Monitor,Books,Children's Books,541.67,3,1625.01
T008982,2023-09-20,C0506,Lisa Anderson,Dallas,UK,P0092,Smart Keyboard,Sports & Outdoors,Fitness,551.01,5,2755.05
T008983,2023-08-30,C0868,William Johnson,Phoenix,Spain,P0367,Deluxe Speaker,Sports & Outdoors,Fitness,912.66,2,1825.32
T008984,2023-12-23,C0807,Emily Moore,Philadelphia,Brazil,P0272,Ultra Keyboard,Sports & Outdoors,Team Sports,253.95,3,761.85
T008985,2023-07-27,C0706,Robert Anderson,Houston,Japan,P0341,Smart Mouse,Books,Non-fiction,729.73,3,2189.19
T008986,2023-02-25,C0830,Jane Davis,Los Angeles,Germany,P0055,Ergonomic Laptop,Sports & Outdoors,Cycling,581.68,5,2908.4
T008987,2023-12-16,C0920,Robert Wilson,San Antonio,Mexico,P0402,Ultra Tablet,Sports & Outdoors,Team Sports,434.99,2,869.98
T008988,2023-02-05,C0150,Sarah Smith,Philadelphia,Spain,P0444,Portable Laptop,Sports & Outdoors,Fitness,276.46,2,552.92
T008989,2023-03-03,C0291,Emily Wilson,New York,Mexico,P0246,Premium Tablet,Home & Garden,Bedding,108.4,4,433.6
T008990,2023-03-19,C0099,Lisa Miller,Dallas,France,P0346,Deluxe Smartphone,Books,Children's Books,406.45,2,812.9
T008991,2023-06-23,C0736,Mary Anderson,Dallas,USA,P0230,Premium Headphones,Home & Garden,Furniture,787.78,4,3151.12
T008992,2023-09-05,C0507,Emily Taylor,Houston,Spain,P0126,Ultra Laptop,Books,Children's Books,237.98,4,951.92
T008993,2023-11-08,C0174,John Thompson,San Diego,Canada,P0280,Basic Keyboard,Clothing,Women's,655.67,5,3278.35
T008994,2023-03-22,C0687,Sarah Wilson,Chicago,Spain,P0002,Eco-friendly Mouse,Sports & Outdoors,Water Sports,313.62,2,627.24
T008995,2023-10-17,C0231,John Wilson,San Antonio,Brazil,P0217,Basic Mouse,Clothing,Accessories,592.7,2,1185.4
T008996,2023-12-05,C0239,William Thompson,Phoenix,Mexico,P0047,Portable Mouse,Home & Garden,Bedding,886.01,3,2658.03
T008997,2023-03-03,C0308,Lisa Davis,San Antonio,USA,P0406,Portable Mouse,Clothing,Men's,501.81,2,1003.62
T008998,2023-07-16,C0574,Jane Miller,Philadelphia,Japan,P0146,Eco-friendly Tablet,Books,Magazines,105.32,4,421.28
T008999,2023-01-25,C0026,Robert Brown,Chicago,Spain,P0172,Eco-friendly Smartphone,Sports & Outdoors,Cycling,998.15,4,3992.6
T009000,2023-02-19,C0837,Robert Thompson,San Jose,Brazil,P0197,Premium Smartphone,Books,Textbooks,484.6,3,1453.8
T009001,2023-02-13,C0366,William Thompson,Houston,Canada,P0172,Super Laptop,Sports & Outdoors,Cycling,380.45,1,380.45
T009002,2023-03-10,C0137,John Smith,Dallas,Japan,P0185,Basic Mouse,Home & Garden,Kitchenware,637.88,4,2551.52
T009003,2023-08-11,C0551,Emily Davis,Philadelphia,Brazil,P0334,Super Monitor,Books,Non-fiction,959.15,5,4795.75
T009004,2023-07-13,C0449,Emily Wilson,Chicago,Spain,P0273,Eco-friendly Tablet,Electronics,Computers,83.36,4,333.44
T009005,2023-09-26,C0746,Mary Thompson,San Jose,Germany,P0212,Deluxe Mouse,Sports & Outdoors,Cycling,107.15,4,428.6
T009006,2023-03-20,C0128,David Wilson,San Diego,Canada,P0082,Super Laptop,Clothing,Men's,317.61,1,317.61
T009007,2023-07-01,C0787,Mary Johnson,New York,USA,P0086,Basic Smartwatch,Home & Garden,Furniture,94.49,4,377.96
T009008,2023-04-26,C0596,Jane Smith,Chicago,Japan,P0492,Portable Tablet,Books,Non-fiction,618.18,4,2472.72
T009009,2023-06-23,C0566,David Thompson,New York,Canada,P0239,Ultra Smartwatch,Home & Garden,Furniture,193.01,2,386.02
T009010,2023-01-28,C0616,Sarah Moore,San Antonio,Germany,P0147,Wireless Camera,Clothing,Children's,697.74,3,2093.22
T009011,2023-10-10,C0161,Sarah Brown,San Jose,Australia,P0412,Premium Laptop,Home & Garden,Garden,847.49,4,3389.96
T009012,2023-11-20,C0309,David Miller,Philadelphia,Germany,P0109,Basic Smartphone,Sports & Outdoors,Cycling,708.52,2,1417.04
T009013,2023-05-07,C0428,Michael Johnson,Chicago,Spain,P0187,Basic Mouse,Books,Textbooks,944.87,2,1889.74
T009014,2023-10-20,C0785,Robert Brown,San Diego,Mexico,P0229,Ergonomic Keyboard,Clothing,Accessories,724.79,4,2899.16
T009015,2023-10-15,C0011,William Taylor,Phoenix,Mexico,P0279,Premium Mouse,Clothing,Shoes,512.83,5,2564.15
T009016,2023-12-14,C0013,Emily Taylor,Houston,USA,P0246,Eco-friendly Speaker,Books,Fiction,352.38,2,704.76
T009017,2023-10-10,C0628,Jane Moore,Phoenix,Spain,P0399,Ultra Headphones,Clothing,Shoes,262.67,1,262.67
T009018,2023-03-04,C0262,Emily Wilson,San Antonio,Spain,P0478,Deluxe Smartphone,Books,Fiction,824.78,4,3299.12
T009019,2023-01-27,C0231,William Anderson,Phoenix,Japan,P0357,Basic Speaker,Electronics,Audio,692.88,3,2078.64
T009020,2023-03-14,C0375,John Wilson,San Diego,France,P0477,Deluxe Speaker,Clothing,Shoes,793.92,2,1587.84
T009021,2023-08-11,C0174,William Miller,Chicago,USA,P0386,Portable Tablet,Sports & Outdoors,Water Sports,804.32,1,804.32
T009022,2023-09-27,C0130,John Taylor,Philadelphia,Canada,P0026,Portable Smartphone,Clothing,Women's,231.37,3,694.11
T009023,2023-06-01,C0378,David Moore,Chicago,Brazil,P0042,Ergonomic Headphones,Home & Garden,Furniture,406.82,1,406.82
T009024,2023-07-05,C0852,Emily Thompson,Philadelphia,Mexico,P0038,Ergonomic Headphones,Electronics,Accessories,446.0,2,892.0
T009025,2023-09-05,C0636,Jane Davis,New York,France,P0232,Portable Keyboard,Electronics,Cameras,80.16,1,80.16
T009026,2023-03-16,C0349,Sarah Thompson,Philadelphia,UK,P0273,Premium Laptop,Books,Magazines,523.23,1,523.23
T009027,2023-03-02,C0206,Robert Davis,Houston,Australia,P0382,Ergonomic Laptop,Sports & Outdoors,Fitness,400.38,5,2001.9
T009028,2023-10-05,C0926,Robert Davis,Phoenix,Canada,P0369,Portable Headphones,Sports & Outdoors,Water Sports,246.93,4,987.72
T009029,2023-03-14,C0905,William Brown,Philadelphia,Brazil,P0067,Portable Mouse,Electronics,Smartphones,960.41,2,1920.82
T009030,2023-03-04,C0881,Sarah Davis,San Antonio,UK,P0119,Basic Smartphone,Books,Non-fiction,374.68,2,749.36
T009031,2023-04-15,C0472,Mary Johnson,New York,USA,P0332,Ultra Monitor,Sports & Outdoors,Water Sports,10.45,3,31.35
T009032,2023-03-12,C0133,John Johnson,Philadelphia,Japan,P0077,Ergonomic Smartphone,Electronics,Audio,465.36,2,930.72
T009033,2023-02-02,C0355,Jane Miller,Dallas,Brazil,P0140,Wireless Monitor,Books,Textbooks,935.64,1,935.64
T009034,2023-06-30,C0364,David Wilson,Phoenix,Mexico,P0115,Wireless Smartphone,Clothing,Women's,21.48,5,107.4
T009035,2023-01-11,C0095,Michael Anderson,Chicago,USA,P0108,Deluxe Monitor,Home & Garden,Kitchenware,252.05,3,756.15
T009036,2023-02-15,C0088,Robert Wilson,San Jose,Mexico,P0476,Ergonomic Smartphone,Clothing,Shoes,239.49,5,1197.45
T009037,2023-03-30,C0630,Jane Moore,San Antonio,Spain,P0094,Basic Smartphone,Home & Garden,Garden,253.09,5,1265.45
T009038,2023-07-29,C0685,Mary Smith,Houston,Spain,P0108,Ultra Camera,Home & Garden,Kitchenware,618.29,1,618.29
T009039,2023-08-17,C0380,Emily Johnson,New York,Spain,P0079,Ultra Smartphone,Clothing,Women's,515.12,3,1545.36
T009040,2023-12-29,C0755,Michael Taylor,New York,Spain,P0026,Premium Laptop,Books,Fiction,869.17,2,1738.34
T009041,2023-10-13,C0842,William Taylor,Houston,UK,P0284,Smart Headphones,Electronics,Accessories,533.45,5,2667.25
T009042,2023-12-03,C0437,Mary Wilson,Los Angeles,UK,P0198,Premium Monitor,Sports & Outdoors,Cycling,300.6,2,601.2
T009043,2023-07-16,C0198,Jane Moore,Philadelphia,Australia,P0463,Portable Laptop,Electronics,Audio,757.82,1,757.82
T009044,2023-08-23,C0631,Sarah Thompson,Chicago,France,P0176,Portable Tablet,Clothing,Shoes,696.03,1,696.03
T009045,2023-03-23,C0759,David Moore,Houston,Germany,P0261,Portable Smartwatch,Books,Non-fiction,454.44,3,1363.32
T009046,2023-09-17,C0986,Mary Thompson,San Diego,Canada,P0040,Basic Headphones,Sports & Outdoors,Cycling,211.24,3,633.72
T009047,2023-08-18,C0866,John Johnson,Los Angeles,France,P0313,Smart Headphones,Home & Garden,Decor,27.64,4,110.56
T009048,2023-10-21,C0528,Sarah Smith,San Jose,Mexico,P0111,Wireless Tablet,Clothing,Children's,905.23,4,3620.92
T009049,2023-01-02,C0777,William Davis,Philadelphia,Canada,P0490,Ultra Smartwatch,Electronics,Audio,519.26,5,2596.3
T009050,2023-08-31,C0490,Jane Taylor,Philadelphia,Brazil,P0181,Wireless Speaker,Home & Garden,Bedding,869.54,4,3478.16
T009051,2023-09-01,C0240,Robert Smith,Dallas,Canada,P0004,Deluxe Smartphone,Home & Garden,Bedding,998.01,3,2994.03
T009052,2023-01-31,C0025,Emily Moore,Los Angeles,Australia,P0426,Basic Smartwatch,Electronics,Accessories,786.76,3,2360.28
T009053,2023-05-06,C0472,William Davis,San Antonio,Mexico,P0190,Ergonomic Tablet,Sports & Outdoors,Cycling,68.21,1,68.21
T009054,2023-03-21,C0826,Jane Anderson,Chicago,France,P0137,Super Tablet,Electronics,Computers,296.91,1,296.91
T009055,2023-12-19,C0607,Sarah Davis,Chicago,USA,P0018,Basic Mouse,Clothing,Children's,398.65,1,398.65
T009056,2023-02-27,C0046,Michael Moore,Houston,Australia,P0016,Portable Camera,Sports & Outdoors,Team Sports,288.72,2,577.44
T009057,2023-04-10,C0793,Michael Taylor,Los Angeles,Germany,P0070,Premium Keyboard,Clothing,Men's,428.72,3,1286.16
T009058,2023-10-26,C0153,Mary Moore,San Antonio,France,P0458,Smart Tablet,Home & Garden,Furniture,76.05,3,228.15
T009059,2023-06-16,C0409,Robert Anderson,San Jose,Brazil,P0222,Ergonomic Camera,Clothing,Women's,421.58,3,1264.74
T009060,2023-04-21,C0739,Mary Wilson,Chicago,Canada,P0269,Smart Keyboard,Books,Magazines,129.61,2,259.22
T009061,2023-10-23,C0771,William Smith,San Antonio,Australia,P0297,Basic Speaker,Electronics,Audio,138.26,1,138.26
T009062,2023-11-21,C0060,Mary Smith,Houston,UK,P0479,Basic Smartphone,Electronics,Cameras,148.76,3,446.28
T009063,2023-12-14,C0081,Mary Davis,San Jose,France,P0118,Portable Monitor,Electronics,Cameras,553.54,2,1107.08
T009064,2023-02-15,C0573,Sarah Anderson,Dallas,Australia,P0383,Smart Mouse,Books,Non-fiction,60.65,5,303.25
T009065,2023-05-20,C0178,Emily Miller,Los Angeles,Mexico,P0490,Deluxe Mouse,Clothing,Children's,175.21,5,876.05
T009066,2023-02-28,C0820,Emily Miller,Chicago,Canada,P0454,Eco-friendly Tablet,Books,Non-fiction,296.2,2,592.4
T009067,2023-11-03,C0475,Lisa Miller,San Jose,Japan,P0212,Eco-friendly Headphones,Clothing,Children's,969.46,2,1938.92
T009068,2023-11-03,C0076,Jane Brown,New York,Mexico,P0386,Deluxe Speaker,Home & Garden,Bedding,838.88,5,4194.4
T009069,2023-12-18,C0213,John Taylor,Los Angeles,Australia,P0221,Basic Mouse,Electronics,Cameras,422.94,1,422.94
T009070,2023-03-22,C0593,Sarah Wilson,San Diego,UK,P0170,Basic Smartphone,Clothing,Shoes,314.05,3,942.15
T009071,2023-07-06,C0569,Michael Brown,Los Angeles,USA,P0360,Smart Smartphone,Electronics,Cameras,848.79,2,1697.58
T009072,2023-09-03,C0705,William Brown,Dallas,Canada,P0272,Deluxe Monitor,Books,Non-fiction,207.74,3,623.22
T009073,2023-04-08,C0763,David Miller,Dallas,Mexico,P0495,Premium Monitor,Clothing,Shoes,675.05,2,1350.1
T009074,2023-02-16,C0521,Mary Smith,Houston,Spain,P0146,Ergonomic Laptop,Books,Magazines,182.15,4,728.6
T009075,2023-04-03,C0631,John Smith,Houston,Germany,P0164,Premium Keyboard,Clothing,Accessories,59.87,2,119.74
T009076,2023-01-29,C0189,Mary Anderson,Dallas,Mexico,P0419,Portable Monitor,Clothing,Women's,12.88,2,25.76
T009077,2023-01-24,C0307,Jane Davis,Los Angeles,Brazil,P0279,Wireless Camera,Clothing,Children's,782.27,2,1564.54
T009078,2023-11-16,C0246,William Thompson,San Antonio,USA,P0156,Wireless Mouse,Home & Garden,Garden,594.75,1,594.75
T009079,2023-07-15,C0226,William Anderson,San Diego,Spain,P0169,Portable Tablet,Sports & Outdoors,Team Sports,712.51,5,3562.55
T009080,2023-08-04,C0366,Mary Johnson,New York,Australia,P0113,Premium Smartphone,Home & Garden,Kitchenware,47.23,2,94.46
T009081,2023-04-17,C0632,Robert Wilson,Philadelphia,Mexico,P0212,Eco-friendly Headphones,Books,Fiction,987.25,1,987.25
T009082,2023-02-14,C0220,Lisa Moore,San Jose,France,P0429,Super Speaker,Clothing,Accessories,950.3,1,950.3
T009083,2023-03-12,C0185,Sarah Johnson,Dallas,Canada,P0431,Basic Laptop,Electronics,Audio,349.29,5,1746.45
T009084,2023-12-21,C0787,Jane Brown,San Antonio,Germany,P0365,Ergonomic Keyboard,Home & Garden,Kitchenware,573.75,5,2868.75
T009085,2023-06-10,C0078,Emily Miller,San Diego,Germany,P0021,Ergonomic Headphones,Electronics,Accessories,443.93,2,887.86
T009086,2023-04-29,C0324,John Wilson,Los Angeles,Brazil,P0085,Ergonomic Smartwatch,Sports & Outdoors,Team Sports,239.8,2,479.6
T009087,2023-11-26,C0618,David Wilson,Dallas,Mexico,P0056,Super Headphones,Books,Fiction,341.39,2,682.78
T009088,2023-10-08,C0065,Michael Miller,San Antonio,France,P0090,Deluxe Mouse,Clothing,Shoes,227.55,5,1137.75
T009089,2023-01-30,C0670,Sarah Brown,San Diego,Spain,P0112,Smart Laptop,Books,Children's Books,673.07,5,3365.35
T009090,2023-07-16,C0138,Jane Anderson,Los Angeles,Canada,P0217,Premium Smartwatch,Electronics,Cameras,305.21,2,610.42
T009091,2023-05-03,C0586,William Taylor,Los Angeles,USA,P0095,Basic Tablet,Sports & Outdoors,Cycling,596.64,5,2983.2
T009092,2023-11-21,C0073,Michael Thompson,San Antonio,Japan,P0436,Wireless Smartwatch,Books,Non-fiction,547.08,5,2735.4
T009093,2023-07-16,C0417,John Thompson,Dallas,UK,P0180,Portable Headphones,Home & Garden,Furniture,509.82,5,2549.1
T009094,2023-08-24,C0712,David Wilson,Philadelphia,Mexico,P0162,Ergonomic Headphones,Electronics,Smartphones,993.4,1,993.4
T009095,2023-07-26,C0866,David Brown,New York,France,P0339,Wireless Monitor,Books,Children's Books,68.62,1,68.62
T009096,2023-03-30,C0655,David Brown,Chicago,Germany,P0251,Ultra Laptop,Clothing,Accessories,18.54,3,55.62
T009097,2023-03-02,C0702,William Smith,New York,Germany,P0026,Eco-friendly Headphones,Books,Children's Books,859.66,4,3438.64
T009098,2023-09-05,C0577,Emily Johnson,Houston,Spain,P0365,Portable Smartwatch,Clothing,Men's,359.6,2,719.2
T009099,2023-07-29,C0942,John Thompson,San Diego,UK,P0425,Super Keyboard,Home & Garden,Decor,508.67,5,2543.35
T009100,2023-10-27,C0899,John Davis,San Antonio,Australia,P0151,Smart Camera,Sports & Outdoors,Fitness,730.48,1,730.48
T009101,2023-02-19,C0840,David Brown,Dallas,France,P0496,Premium Monitor,Electronics,Accessories,401.94,3,1205.82
T009102,2023-12-25,C0608,Robert Smith,Houston,Australia,P0088,Deluxe Smartphone,Books,Textbooks,766.02,5,3830.1
T009103,2023-09-15,C0943,Emily Taylor,New York,Mexico,P0191,Super Tablet,Books,Fiction,674.76,3,2024.28
T009104,2023-06-14,C0797,Emily Wilson,New York,France,P0299,Premium Monitor,Clothing,Women's,51.99,1,51.99
T009105,2023-09-05,C0493,Sarah Johnson,Dallas,Germany,P0184,Smart Smartwatch,Home & Garden,Bedding,417.01,1,417.01
T009106,2023-04-18,C0150,Jane Thompson,Phoenix,Mexico,P0020,Premium Headphones,Home & Garden,Furniture,676.74,1,676.74
T009107,2023-11-15,C0161,Mary Davis,Houston,USA,P0348,Eco-friendly Keyboard,Books,Non-fiction,995.15,4,3980.6
T009108,2023-08-19,C0809,Sarah Moore,Philadelphia,USA,P0476,Super Smartphone,Sports & Outdoors,Team Sports,899.19,2,1798.38
T009109,2023-08-16,C0208,David Miller,San Antonio,Canada,P0146,Deluxe Smartwatch,Home & Garden,Decor,362.58,3,1087.74
T009110,2023-02-01,C0530,John Wilson,Houston,Germany,P0012,Smart Laptop,Books,Textbooks,190.76,1,190.76
T009111,2023-02-23,C0755,Sarah Smith,Houston,Japan,P0087,Super Speaker,Clothing,Men's,339.49,4,1357.96
T009112,2023-11-27,C0351,Jane Wilson,San Jose,Canada,P0015,Ergonomic Monitor,Clothing,Children's,158.89,5,794.45
T009113,2023-02-25,C1000,David Moore,Houston,Brazil,P0458,Basic Camera,Sports & Outdoors,Camping,213.08,3,639.24
T009114,2023-06-04,C0302,John Miller,Los Angeles,UK,P0129,Premium Smartwatch,Home & Garden,Furniture,127.24,4,508.96
T009115,2023-10-01,C0378,John Smith,Houston,UK,P0077,Eco-friendly Speaker,Home & Garden,Decor,86.99,3,260.97
T009116,2023-07-13,C0506,John Brown,Houston,USA,P0200,Eco-friendly Smartwatch,Books,Non-fiction,690.4,4,2761.6
T009117,2023-11-01,C0231,Michael Smith,Dallas,Mexico,P0126,Basic Camera,Books,Fiction,729.45,4,2917.8
T009118,2023-01-01,C0468,Sarah Thompson,San Jose,Australia,P0471,Super Keyboard,Home & Garden,Garden,474.83,4,1899.32
T009119,2023-03-26,C0647,Lisa Brown,San Diego,France,P0162,Portable Monitor,Clothing,Men's,127.42,1,127.42
T009120,2023-07-24,C0747,Robert Brown,Los Angeles,Spain,P0287,Eco-friendly Laptop,Sports & Outdoors,Camping,177.47,3,532.41
T009121,2023-03-26,C0724,Mary Brown,New York,UK,P0028,Super Tablet,Books,Fiction,922.45,1,922.45
T009122,2023-10-09,C0211,Robert Wilson,Philadelphia,Spain,P0338,Deluxe Camera,Books,Textbooks,875.66,1,875.66
T009123,2023-04-06,C0023,William Taylor,Dallas,Canada,P0269,Ergonomic Smartwatch,Home & Garden,Bedding,896.4,1,896.4
T009124,2023-08-03,C0040,Robert Miller,San Jose,Japan,P0384,Portable Keyboard,Clothing,Women's,649.67,1,649.67
T009125,2023-08-06,C0700,Robert Smith,San Diego,Brazil,P0482,Deluxe Headphones,Electronics,Audio,703.68,2,1407.36
T009126,2023-05-06,C0838,Mary Taylor,San Jose,Brazil,P0476,Portable Keyboard,Books,Textbooks,435.65,1,435.65
T009127,2023-06-25,C0219,Jane Taylor,Los Angeles,Spain,P0451,Basic Smartwatch,Clothing,Accessories,699.05,1,699.05
T009128,2023-12-24,C0616,Robert Smith,San Antonio,Germany,P0331,Ergonomic Tablet,Home & Garden,Decor,780.19,2,1560.38
T009129,2023-01-01,C0495,William Davis,Los Angeles,Spain,P0115,Smart Smartphone,Electronics,Audio,38.58,2,77.16
T009130,2023-11-13,C0517,Emily Anderson,Phoenix,Mexico,P0176,Smart Keyboard,Sports & Outdoors,Camping,576.86,2,1153.72
T009131,2023-03-24,C0265,Michael Davis,Phoenix,Spain,P0349,Super Laptop,Clothing,Shoes,17.28,3,51.84
T009132,2023-08-26,C0638,Jane Wilson,Los Angeles,Mexico,P0417,Basic Camera,Sports & Outdoors,Cycling,863.18,4,3452.72
T009133,2023-12-23,C0554,Michael Moore,San Diego,UK,P0279,Basic Speaker,Sports & Outdoors,Team Sports,935.2,3,2805.6
T009134,2023-06-15,C0071,Jane Anderson,Houston,France,P0453,Eco-friendly Camera,Sports & Outdoors,Camping,366.4,3,1099.2
T009135,2023-09-27,C0982,David Brown,San Jose,USA,P0017,Wireless Keyboard,Books,Fiction,549.19,3,1647.57
T009136,2023-11-25,C0247,Mary Moore,Chicago,Japan,P0178,Deluxe Speaker,Electronics,Smartphones,577.45,2,1154.9
T009137,2023-12-19,C0524,Mary Anderson,Phoenix,USA,P0223,Ultra Mouse,Books,Children's Books,263.33,2,526.66
T009138,2023-02-04,C0102,John Davis,Los Angeles,Brazil,P0081,Smart Laptop,Books,Children's Books,147.42,5,737.1
T009139,2023-05-04,C0134,Jane Brown,Houston,France,P0189,Premium Headphones,Books,Fiction,490.48,5,2452.4
T009140,2023-04-04,C0575,Michael Smith,San Antonio,Spain,P0395,Eco-friendly Monitor,Sports & Outdoors,Fitness,752.79,4,3011.16
T009141,2023-12-16,C0362,John Taylor,Chicago,Japan,P0347,Ergonomic Tablet,Sports & Outdoors,Cycling,343.19,1,343.19
T009142,2023-04-25,C0702,Lisa Anderson,New York,Germany,P0490,Portable Tablet,Electronics,Audio,398.79,3,1196.37
